path	git_state	bytes	utf8	status	batch	note
data/full/action/503435_纯水流华.yaml	tracked	5244	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/503436_少女易逝的芳颜.yaml	tracked	1720	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/503952_魔战士的羽面.yaml	tracked	1887	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/503953_咚咚嘭嘭.yaml	tracked	1842	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/503954_燃素充盈.yaml	tracked	1749	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/503955_归火圣夜巡礼.yaml	tracked	7674	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/503956__流泉之众_.yaml	tracked	3673	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/503957_绒翼龙.yaml	tracked	10604	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/503958_夜域赐礼_波涛顶底.yaml	tracked	1733	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/503959_破夜的明焰.yaml	tracked	7850	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/503962_咬咬鲨鱼.yaml	tracked	7334	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/503967_斗争之火.yaml	tracked	1863	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/504514_索报皆偿.yaml	tracked	3294	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/504517_所有的仇与债皆由我偿_.yaml	tracked	5862	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/504518__花羽会_.yaml	tracked	2533	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/504519_小嵴锋龙_发现宝藏_.yaml	tracked	2671	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/504520_温泉时光.yaml	tracked	2525	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/504776_夜域赐礼_团结炉心.yaml	tracked	2439	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/504778_茉洁香迹.yaml	tracked	4276	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/504780_浪船.yaml	tracked	7772	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/504781__烟谜主_.yaml	tracked	3336	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/504782_以极限之名.yaml	tracked	1540	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/504783_奇瑰之汤.yaml	tracked	3680	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505310_困困冥想术.yaml	tracked	2178	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505311_纵声欢唱.yaml	tracked	2217	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505314_突角龙.yaml	tracked	5164	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505315__沃陆之邦_.yaml	tracked	3104	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505324_丛山锻火驰行.yaml	tracked	6482	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505325_巡日塔门书.yaml	tracked	5689	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505346_昔日宗室之仪.yaml	tracked	3373	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505460_驰轮车_疾驰.yaml	tracked	5211	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505461_驰轮车_涉渡.yaml	tracked	5119	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505462_驰轮车_跃升.yaml	tracked	7306	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505463_五重天的寒雨.yaml	tracked	6615	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505464__人之名_解放.yaml	tracked	2657	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505466_追影弹.yaml	tracked	4359	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505467_呀_呀_.yaml	tracked	8831	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505469_子弹的戏法.yaml	tracked	4381	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505470_为_死_而战.yaml	tracked	1573	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505471_火与战争.yaml	tracked	5872	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505472_船坞长剑.yaml	tracked	5447	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505473_诸圣的礼冠.yaml	tracked	1805	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505474_烬城勇者绘卷.yaml	tracked	2834	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505475_飞行队出击_.yaml	tracked	3137	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505476_健身的成果.yaml	tracked	1789	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505477_丰稔之赐.yaml	tracked	5389	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505678_森林的祝福.yaml	tracked	6886	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505679_积木小人.yaml	tracked	2070	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505680_预言女神的礼物.yaml	tracked	7554	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505681_星轨王城.yaml	tracked	7479	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505682_失冕的宝冠.yaml	tracked	2371	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505683_墨色酒馆.yaml	tracked	10777	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505684_很棒_哥们_.yaml	tracked	2182	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505685_收获时间.yaml	tracked	3856	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505686_异想零落的圆舞.yaml	tracked	5504	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505687_折纸飞鼠.yaml	tracked	2297	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505690_折纸胖胖鼠.yaml	tracked	2192	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505692_舞袂翩兮扬玉霓.yaml	tracked	5832	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505693_饕噬尽吞.yaml	tracked	3390	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505694_奇想天开捕物帐.yaml	tracked	5274	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/505727_跳跳纸蛙.yaml	tracked	1986	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506155__沃陆之邦_的训教.yaml	tracked	7988	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506156_缠忆君影梦相见.yaml	tracked	13062	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506157_罔极盛怒.yaml	tracked	4167	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506158_宗室面具.yaml	tracked	1874	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506160_未竟的遐思.yaml	tracked	1739	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506161_谐律异想断章.yaml	tracked	3418	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506162__邪龙_的苏醒.yaml	tracked	4387	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506163__魔女M的祝福_.yaml	tracked	1913	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506164_旁白的注脚.yaml	tracked	3946	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506165__狂欢节奏_.yaml	tracked	2227	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506168_若水.yaml	tracked	2223	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506173_梦见风名物点心.yaml	tracked	3688	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506917_沉玉谷.yaml	tracked	4077	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506918_温敷战术包扎.yaml	tracked	4987	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506920_咔库库.yaml	tracked	3970	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506921_汇流.yaml	tracked	8517	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506922_正义英雄的凯旋.yaml	tracked	5157	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506924_不灭月华.yaml	tracked	2084	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506925_恶龙的单片镜.yaml	tracked	2798	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506926_昔日宗室之仪.yaml	tracked	3143	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506927_冒险家协会.yaml	tracked	3891	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506928_祀珑在昔_灵锦歆诚.yaml	tracked	4675	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/506929_沉玉茶露.yaml	tracked	2880	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507364_水仙之梦.yaml	tracked	3718	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507365_西摩尔.yaml	tracked	2704	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507366__沙中遗事_.yaml	tracked	2284	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507367_水仙十字大冒险.yaml	tracked	3028	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507368_拯救世界的计划.yaml	tracked	1435	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507386_一捧绿野.yaml	tracked	1232	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507387_白浪拂沙.yaml	tracked	1273	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507388_雾凇秋分.yaml	tracked	1228	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507389_鎏金殿堂.yaml	tracked	1212	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507390_虹彩缤纷的甜点茶话.yaml	tracked	4285	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507391_通明庇佑.yaml	tracked	3792	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507392__曾如磐石抵挡黑水奔流__.yaml	tracked	4742	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507393_自体自身之塔.yaml	tracked	3459	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507394_重铸圣剑.yaml	tracked	1645	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507395_木质玩具剑.yaml	tracked	1102	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507624_亡水溢流.yaml	tracked	4853	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507625_祭星者之望.yaml	tracked	2331	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507626_拾慧铸熔.yaml	tracked	3797	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507627_被浸染的缨盔.yaml	tracked	4329	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507628_玻娜与_绿松石_.yaml	tracked	3813	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507629_破碎之海.yaml	tracked	4310	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507630__穿越晨霭的冒险_.yaml	tracked	3301	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507632_林雾间的行迹.yaml	tracked	1742	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507633_湮远.yaml	tracked	4877	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507634_虚境裂隙.yaml	tracked	1473	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507635_诸武相授.yaml	tracked	2928	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/507636_天蛇船.yaml	tracked	2425	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508014_银月之庭.yaml	tracked	2094	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508015_汐印石.yaml	tracked	2744	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508016_霜月之坊.yaml	tracked	5757	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508017_那夏镇.yaml	tracked	6311	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508018_月矩力试验设计局.yaml	tracked	7533	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508019_天才的改造法.yaml	tracked	1898	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508020_叮铃哐啷军团.yaml	tracked	2663	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508021_元素幻变_蒸发祝佑.yaml	tracked	1953	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508022_元素幻变_超导祝佑.yaml	tracked	1952	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508023_蒸发祝佑_狂浪.yaml	tracked	1444	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508024_蒸发祝佑_炽燃.yaml	tracked	1363	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508025_超导祝佑_电冲.yaml	tracked	1410	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508026_超导祝佑_极寒.yaml	tracked	2376	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508027_依随的策援.yaml	tracked	2778	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508028__焰主之祝_.yaml	tracked	4406	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508029_循环整流引擎.yaml	tracked	2571	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508250_层岩巨渊.yaml	tracked	1594	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508285_罗网勾针.yaml	tracked	2639	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508286_膨膨兽.yaml	tracked	3023	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508287_清扫时间.yaml	tracked	1495	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508288_月兆_满辉.yaml	tracked	1823	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508289_月与故乡.yaml	tracked	1784	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508290_绽放祝佑_甘露.yaml	tracked	1500	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508291_绽放祝佑_蔓生.yaml	tracked	3876	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508292_元素幻变_绽放祝佑.yaml	tracked	6132	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508300_火岩祝佑_回火.yaml	tracked	5374	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508301_火岩祝佑_重熔.yaml	tracked	4919	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508302_元素幻变_火岩祝佑.yaml	tracked	11362	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508320_乐平波琳.yaml	tracked	2371	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508341_愿一切欢睦陪伴你.yaml	tracked	9949	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508357_天才之为构造之责任.yaml	tracked	8099	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/508359_亡草蔽日.yaml	tracked	5266	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5377_元素共鸣_交织之冰.yaml	tracked	1862	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5379_孢子增殖.yaml	tracked	4115	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5380_重铸_岩盔.yaml	tracked	5167	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5381_机巧神通.yaml	tracked	3724	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5382_镜锢之笼.yaml	tracked	6092	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5384_唯此一心.yaml	tracked	4112	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5385_冒险憧憬.yaml	tracked	4420	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5386_元素共鸣_粉碎之冰.yaml	tracked	2149	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5387_元素共鸣_交织之水.yaml	tracked	1953	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5388_元素共鸣_愈疗之水.yaml	tracked	2158	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5389_元素共鸣_交织之火.yaml	tracked	1953	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5390_元素共鸣_热诚之火.yaml	tracked	5736	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5391_元素共鸣_交织之雷.yaml	tracked	1954	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5392_元素共鸣_强能之雷.yaml	tracked	3595	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5393_元素共鸣_交织之风.yaml	tracked	1954	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5394_元素共鸣_迅捷之风.yaml	tracked	2755	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5395_元素共鸣_交织之岩.yaml	tracked	1954	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5396_元素共鸣_坚定之岩.yaml	tracked	3064	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5397_元素共鸣_交织之草.yaml	tracked	1954	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5398_元素共鸣_蔓生之草.yaml	tracked	16775	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5399_诸武精通.yaml	tracked	2013	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5400_深渊的呼唤.yaml	tracked	6225	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5401_护法之誓.yaml	tracked	1298	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5402_送你一程.yaml	tracked	1950	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5406_魔导绪论.yaml	tracked	2220	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5407_祭礼残章.yaml	tracked	2566	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5408_天空之卷.yaml	tracked	2569	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5409_鸦羽弓.yaml	tracked	2166	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
data/full/action/5410_祭礼弓.yaml	tracked	2529	yes	scope-excluded-card-rule-audit	inventory	card/rule data inventoried; line-by-line rule correctness audit excluded by task scope
